2025-02-01	MODIFIED	14256889-n	nld:lemma	leeftijd-related_macular_degeneration	leeftijd-related macular degeneration
2025-02-01	MODIFIED	02277094-n	nld:lemma	rood-spotted_purple	rood-spotted purple
2025-02-01	MODIFIED	03124170-n	nld:lemma	tien-gallon_hat	tien-gallon hat
2025-02-01	MODIFIED	06510478-n	nld:lemma	invoer_bestand	invoer bestand
2025-02-01	MODIFIED	09776079-n	nld:lemma	Aerospace_Engineer	Aerospace Engineer
2025-02-01	MODIFIED	14118423-n	nld:lemma	insuline-dependent_diabetes_mellitus	insuline-dependent diabetes mellitus
2025-02-01	MODIFIED	01798168-n	nld:lemma	scherpe-tailed_grouse	scherpe-tailed grouse
2025-02-01	MODIFIED	04529312-n	nld:lemma	Verrazano-narrows_bridge	Verrazano-narrows bridge
2025-02-01	MODIFIED	06448868-n	nld:lemma	Douay-rheims_version	Douay-rheims version
2025-02-01	MODIFIED	14824702-n	nld:lemma	cumaron-indene_resin	cumaron-indene resin
2025-02-01	MODIFIED	03672827-n	nld:lemma	line-in-a-time_printer	line-in-a-time printer
2025-02-01	MODIFIED	12067193-n	nld:lemma	haveloze-fringed_orchid	haveloze-fringed orchid
2025-02-01	MODIFIED	04428634-n	nld:lemma	tweede-hand_store	tweede-hand store
2025-02-01	MODIFIED	11648428-n	nld:lemma	pruim-yew_family	pruim-yew family
2025-02-01	MODIFIED	01323599-n	nld:lemma	pur_sang	pur sang
